Date,Customer ID,Product Name,Category,Price,Quantity,Discount,Sales,Rating
12-06-2018,126162,Samsung RT28M3022S8 253 L 2 Star Inverter Frost Free Double Door Refrigerator,Refrigerator,19590,1,9,17827,3
27-04-2019,136677,LG GL-D201ABPX 190 L 4 Star Direct Cool Single Door Refrigerator,Refrigerator,14999,1,11,13349,2
08-11-2019,140710,Samsung RT30K3723S8 275 L 3 Star Frost Free Double Door Refrigerator,Refrigerator,30990,1,6,29131,2
20-06-2019,152948,Dell Vostro 15 3581 ,Laptop,41490,1,8,38171,1
03-10-2019,164849,Acer Aspire 3 A315,Laptop,17499,1,4,16799,4
04-08-2018,157237,Roadster Unisex Green & Black Digital Watch MFB-PN-OS-1613,Digital Watch,799,1,15,679,3
26-12-2018,189249,Casio Youth Digital Men Black Digital watch D080,Digital Watch,2995,1,9,2725,1
26-03-2018,162207,Casio G-Shock Men Black Digital watch G001,Digital Watch,4395,1,12,3868,5
03-07-2018,147742,Casio G-Shock Men Green Digital watch G486,Digital Watch,16995,1,7,15805,4
30-04-2020,164746,Oppo A12s,Mobile,14610,1,15,12419,2
07-01-2020,143843,LG Aristo 5,Mobile,13165,1,2,12902,5
24-10-2019,143986,Tecno Spark 5 Pro,Mobile,12306,1,2,12060,5
04-06-2018,151906,Motorola One Vision Plus,Mobile,14860,1,10,13374,2
16-04-2020,129755,iQOO Z1x,Mobile,10409,1,13,9056,1
11-03-2018,145897,Lava Z61 Pro,Mobile,10576,1,6,9941,4
22-10-2019,168475,Motorola Moto G 5G Plus,Mobile,14924,1,6,14029,2
11-03-2020,145245,Honor X10 Max,Mobile,12091,1,0,12091,1
06-09-2019,131497,Samsung Galaxy M31,Mobile,12095,1,9,11006,2
07-05-2019,182931,Motorola One Fusion Plus,Mobile,19173,1,7,17831,5
21-05-2020,124255,Samsung Galaxy M21,Mobile,16684,1,3,16183,1
09-08-2018,126001,Realme X3,Mobile,19687,1,12,17325,1
01-10-2019,115864,Xiaomi Redmi Note 8,Mobile,15358,1,0,15358,4
16-03-2020,164385,Xiaomi Redmi Note 9 Pro Max,Mobile,10563,1,2,10352,5
10-01-2019,167611,LG 32LJ573D 32 inch HD ready Smart LED TV,LED TV,20999,1,1,20789,1
20-01-2019,191113,Noble Skiodo BLT39OD01 39 Inch HD Ready ,LED TV,14799,1,7,13763,1
07-03-2019,122754,Samsung UA32J4003AR 32 inch HD ready LED TV,LED TV,14999,1,7,13949,5
15-11-2019,131872,Micromax 32T8361HD 32 inch HD ready LED TV,LED TV,9299,1,8,8555,5
29-01-2020,147241,Samsung RT28M3022S8 253 L 2 Star Inverter Frost Free Double Door Refrigerator,Refrigerator,19590,1,4,18806,3
11-04-2019,154951,LG GL-D201ABPX 190 L 4 Star Direct Cool Single Door Refrigerator,Refrigerator,14999,1,9,13649,2
23-05-2019,165422,Samsung RT30K3723S8 275 L 3 Star Frost Free Double Door Refrigerator,Refrigerator,30990,1,2,30370,4
05-02-2018,149992,Dell Vostro 15 3581 ,Laptop,41490,1,8,38171,4
29-12-2018,128137,Acer Aspire 3 A315,Laptop,17499,1,4,16799,1
23-01-2020,129595,Roadster Unisex Green & Black Digital Watch MFB-PN-OS-1613,Digital Watch,799,1,13,695,2
16-02-2019,174223,Casio Youth Digital Men Black Digital watch D080,Digital Watch,2995,1,15,2546,5
01-02-2018,127868,Casio G-Shock Men Black Digital watch G001,Digital Watch,4395,1,0,4395,1
23-04-2019,191112,Casio G-Shock Men Green Digital watch G486,Digital Watch,16995,1,11,15126,3
22-03-2020,155875,Oppo A12s,Mobile,14610,1,9,13295,4
10-09-2019,186261,LG Aristo 5,Mobile,13165,1,4,12638,4
15-01-2019,174575,Tecno Spark 5 Pro,Mobile,12306,1,6,11568,3
27-12-2018,196433,Motorola One Vision Plus,Mobile,14860,1,2,14563,2
14-07-2018,193928,iQOO Z1x,Mobile,10409,1,4,9993,1
24-03-2020,135368,Lava Z61 Pro,Mobile,10576,1,15,8990,2
08-08-2018,162726,Motorola Moto G 5G Plus,Mobile,14924,1,2,14626,3
01-08-2019,136812,Honor X10 Max,Mobile,12091,1,4,11607,4
13-04-2019,197436,Samsung Galaxy M31,Mobile,12095,1,11,10765,3
27-02-2019,127936,Motorola One Fusion Plus,Mobile,19173,1,0,19173,5
24-05-2020,164900,Samsung Galaxy M21,Mobile,16684,1,15,14181,1
05-04-2020,145105,Realme X3,Mobile,19687,1,3,19096,3
20-05-2019,172435,Xiaomi Redmi Note 8,Mobile,15358,1,9,13976,2
07-03-2019,163892,Xiaomi Redmi Note 9 Pro Max,Mobile,10563,1,12,9295,3
31-01-2019,144108,LG 32LJ573D 32 inch HD ready Smart LED TV,LED TV,20999,1,7,19529,2
27-05-2018,167156,Noble Skiodo BLT39OD01 39 Inch HD Ready ,LED TV,14799,1,7,13763,1
27-01-2019,114005,Samsung UA32J4003AR 32 inch HD ready LED TV,LED TV,14999,1,0,14999,3
14-06-2019,191244,Micromax 32T8361HD 32 inch HD ready LED TV,LED TV,9299,1,2,9113,4
10-04-2020,147864,Samsung RT28M3022S8 253 L 2 Star Inverter Frost Free Double Door Refrigerator,Refrigerator,19590,1,5,18611,5
16-05-2018,104327,LG GL-D201ABPX 190 L 4 Star Direct Cool Single Door Refrigerator,Refrigerator,14999,1,10,13499,1
04-01-2019,107110,Samsung RT30K3723S8 275 L 3 Star Frost Free Double Door Refrigerator,Refrigerator,30990,1,12,27271,3
21-03-2018,131874,Dell Vostro 15 3581 ,Laptop,41490,1,13,36096,1
17-01-2018,124250,Acer Aspire 3 A315,Laptop,17499,1,9,15924,5
25-05-2018,134455,Roadster Unisex Green & Black Digital Watch MFB-PN-OS-1613,Digital Watch,799,1,8,735,3
13-04-2020,124390,Casio Youth Digital Men Black Digital watch D080,Digital Watch,2995,1,14,2576,2
08-08-2018,154691,Casio G-Shock Men Black Digital watch G001,Digital Watch,4395,1,9,3999,4
18-08-2018,198511,Casio G-Shock Men Green Digital watch G486,Digital Watch,16995,1,4,16315,3
13-10-2019,177991,Oppo A12s,Mobile,14610,1,15,12419,5
12-04-2018,185645,LG Aristo 5,Mobile,13165,1,9,11980,5
19-04-2020,192365,Tecno Spark 5 Pro,Mobile,12306,1,0,12306,2
12-03-2018,188484,Motorola One Vision Plus,Mobile,14860,1,1,14711,1
07-11-2019,154715,iQOO Z1x,Mobile,10409,1,15,8848,5
30-09-2019,143982,Lava Z61 Pro,Mobile,10576,1,13,9201,1
05-02-2020,161903,Motorola Moto G 5G Plus,Mobile,14924,1,8,13730,1
11-09-2018,135630,Honor X10 Max,Mobile,12091,1,15,10277,5
02-12-2018,101040,Samsung Galaxy M31,Mobile,12095,1,13,10523,1
24-09-2018,137327,Motorola One Fusion Plus,Mobile,19173,1,11,17064,5
10-10-2018,179672,Samsung Galaxy M21,Mobile,16684,1,5,15850,2
17-01-2018,196271,Realme X3,Mobile,19687,1,6,18506,1
30-03-2019,193604,Xiaomi Redmi Note 8,Mobile,15358,1,11,13669,3
03-02-2020,173552,Xiaomi Redmi Note 9 Pro Max,Mobile,10563,1,7,9824,5
04-08-2018,149576,LG 32LJ573D 32 inch HD ready Smart LED TV,LED TV,20999,1,0,20999,3
20-01-2019,147667,Noble Skiodo BLT39OD01 39 Inch HD Ready ,LED TV,14799,1,2,14503,4
09-03-2018,136681,Samsung UA32J4003AR 32 inch HD ready LED TV,LED TV,14999,1,12,13199,5
16-08-2018,160321,Micromax 32T8361HD 32 inch HD ready LED TV,LED TV,9299,1,0,9299,4
18-02-2018,155805,Samsung RT28M3022S8 253 L 2 Star Inverter Frost Free Double Door Refrigerator,Refrigerator,19590,1,13,17043,3
13-05-2019,152249,LG GL-D201ABPX 190 L 4 Star Direct Cool Single Door Refrigerator,Refrigerator,14999,1,3,14549,4
07-02-2019,140874,Samsung RT30K3723S8 275 L 3 Star Frost Free Double Door Refrigerator,Refrigerator,30990,1,15,26342,5
22-11-2018,120382,Dell Vostro 15 3581 ,Laptop,41490,1,15,35267,2
07-01-2020,176565,Acer Aspire 3 A315,Laptop,17499,1,8,16099,4
27-02-2019,191251,Roadster Unisex Green & Black Digital Watch MFB-PN-OS-1613,Digital Watch,799,1,8,735,5
03-08-2018,109871,Casio Youth Digital Men Black Digital watch D080,Digital Watch,2995,1,10,2696,2
06-06-2018,126901,Casio G-Shock Men Black Digital watch G001,Digital Watch,4395,1,14,3780,2
19-04-2020,125814,Casio G-Shock Men Green Digital watch G486,Digital Watch,16995,1,3,16485,3
30-06-2019,107781,Oppo A12s,Mobile,14610,1,10,13149,5
18-04-2020,114810,LG Aristo 5,Mobile,13165,1,10,11849,1
04-08-2019,126355,Tecno Spark 5 Pro,Mobile,12306,1,3,11937,3
30-01-2018,116815,Motorola One Vision Plus,Mobile,14860,1,13,12928,3
12-02-2018,149519,iQOO Z1x,Mobile,10409,1,3,10097,1
09-07-2018,163551,Lava Z61 Pro,Mobile,10576,1,6,9941,4
10-04-2019,141756,Motorola Moto G 5G Plus,Mobile,14924,1,13,12984,1
12-09-2018,156845,Honor X10 Max,Mobile,12091,1,6,11366,2
13-04-2020,169904,Samsung Galaxy M31,Mobile,12095,1,12,10644,3
27-08-2019,176089,Motorola One Fusion Plus,Mobile,19173,1,15,16297,3
04-06-2019,186909,Samsung Galaxy M21,Mobile,16684,1,5,15850,3
16-03-2020,185046,Realme X3,Mobile,19687,1,0,19687,5
26-11-2018,193104,Xiaomi Redmi Note 8,Mobile,15358,1,0,15358,3
17-04-2020,120074,Xiaomi Redmi Note 9 Pro Max,Mobile,10563,1,1,10457,2
18-11-2019,158758,LG 32LJ573D 32 inch HD ready Smart LED TV,LED TV,20999,1,4,20159,2
17-07-2018,198787,Noble Skiodo BLT39OD01 39 Inch HD Ready ,LED TV,14799,1,8,13615,2
18-01-2019,132894,Samsung UA32J4003AR 32 inch HD ready LED TV,LED TV,14999,1,4,14399,2
29-05-2020,199569,Micromax 32T8361HD 32 inch HD ready LED TV,LED TV,9299,1,12,8183,5
24-03-2018,146511,Samsung RT28M3022S8 253 L 2 Star Inverter Frost Free Double Door Refrigerator,Refrigerator,19590,1,2,19198,2
03-01-2019,170295,LG GL-D201ABPX 190 L 4 Star Direct Cool Single Door Refrigerator,Refrigerator,14999,1,10,13499,4
02-11-2019,133433,Samsung RT30K3723S8 275 L 3 Star Frost Free Double Door Refrigerator,Refrigerator,30990,1,14,26651,1
27-04-2019,170675,Dell Vostro 15 3581 ,Laptop,41490,1,2,40660,2
06-02-2019,152243,Acer Aspire 3 A315,Laptop,17499,1,4,16799,4
12-03-2018,139352,Roadster Unisex Green & Black Digital Watch MFB-PN-OS-1613,Digital Watch,799,1,0,799,3
24-05-2018,136307,Casio Youth Digital Men Black Digital watch D080,Digital Watch,2995,1,8,2755,1
23-04-2020,133232,Casio G-Shock Men Black Digital watch G001,Digital Watch,4395,1,12,3868,4
24-02-2020,101934,Casio G-Shock Men Green Digital watch G486,Digital Watch,16995,1,6,15975,4
31-01-2019,139045,Oppo A12s,Mobile,14610,1,11,13003,1
06-02-2019,100886,LG Aristo 5,Mobile,13165,1,3,12770,3
28-07-2018,136385,Tecno Spark 5 Pro,Mobile,12306,1,5,11691,3
14-05-2018,103136,Motorola One Vision Plus,Mobile,14860,1,0,14860,1
17-10-2019,156803,iQOO Z1x,Mobile,10409,1,10,9368,4
27-02-2020,156737,Lava Z61 Pro,Mobile,10576,1,15,8990,5
08-05-2018,110000,Motorola Moto G 5G Plus,Mobile,14924,1,9,13581,2
04-11-2018,172941,Honor X10 Max,Mobile,12091,1,5,11486,3
09-03-2020,107048,Samsung Galaxy M31,Mobile,12095,1,7,11248,3
03-03-2019,195831,Motorola One Fusion Plus,Mobile,19173,1,7,17831,2
31-01-2020,166317,Samsung Galaxy M21,Mobile,16684,1,6,15683,3
10-12-2018,143824,Realme X3,Mobile,19687,1,1,19490,3
16-09-2019,150328,Xiaomi Redmi Note 8,Mobile,15358,1,9,13976,4
28-12-2018,130182,Xiaomi Redmi Note 9 Pro Max,Mobile,10563,1,8,9718,1
17-02-2019,175312,LG 32LJ573D 32 inch HD ready Smart LED TV,LED TV,20999,1,11,18689,2
13-06-2019,186198,Noble Skiodo BLT39OD01 39 Inch HD Ready ,LED TV,14799,1,3,14355,1
21-01-2018,178128,Samsung UA32J4003AR 32 inch HD ready LED TV,LED TV,14999,1,9,13649,4
29-05-2018,183724,Micromax 32T8361HD 32 inch HD ready LED TV,LED TV,9299,1,4,8927,4
20-01-2019,126468,Samsung RT28M3022S8 253 L 2 Star Inverter Frost Free Double Door Refrigerator,Refrigerator,19590,1,10,17631,2
28-04-2018,188846,LG GL-D201ABPX 190 L 4 Star Direct Cool Single Door Refrigerator,Refrigerator,14999,1,3,14549,3
18-10-2018,194693,Samsung RT30K3723S8 275 L 3 Star Frost Free Double Door Refrigerator,Refrigerator,30990,1,15,26342,4
11-02-2019,112532,Dell Vostro 15 3581 ,Laptop,41490,1,4,39830,5
10-04-2018,132935,Acer Aspire 3 A315,Laptop,17499,1,13,15224,1
18-01-2020,116827,Roadster Unisex Green & Black Digital Watch MFB-PN-OS-1613,Digital Watch,799,1,1,791,2
21-05-2019,109415,Casio Youth Digital Men Black Digital watch D080,Digital Watch,2995,1,6,2815,1
25-12-2019,173102,Casio G-Shock Men Black Digital watch G001,Digital Watch,4395,1,13,3824,1
06-05-2018,192852,Casio G-Shock Men Green Digital watch G486,Digital Watch,16995,1,6,15975,5
22-01-2019,132077,Oppo A12s,Mobile,14610,1,5,13880,2
31-01-2018,108730,LG Aristo 5,Mobile,13165,1,13,11454,5
07-03-2018,130724,Tecno Spark 5 Pro,Mobile,12306,1,3,11937,3
18-08-2018,186726,Motorola One Vision Plus,Mobile,14860,1,6,13968,4
17-10-2018,123281,iQOO Z1x,Mobile,10409,1,7,9680,1
24-02-2018,137620,Lava Z61 Pro,Mobile,10576,1,11,9413,2
19-04-2019,120925,Motorola Moto G 5G Plus,Mobile,14924,1,11,13282,4
01-04-2018,188796,Honor X10 Max,Mobile,12091,1,14,10398,4
08-11-2019,183082,Samsung Galaxy M31,Mobile,12095,1,12,10644,4
30-01-2018,163874,Motorola One Fusion Plus,Mobile,19173,1,11,17064,1
03-07-2019,142496,Samsung Galaxy M21,Mobile,16684,1,9,15182,3
06-04-2020,198386,Realme X3,Mobile,19687,1,10,17718,5
12-04-2019,136298,Xiaomi Redmi Note 8,Mobile,15358,1,4,14744,5
04-04-2018,130905,Xiaomi Redmi Note 9 Pro Max,Mobile,10563,1,7,9824,1
31-05-2019,147694,LG 32LJ573D 32 inch HD ready Smart LED TV,LED TV,20999,1,9,19109,3
24-05-2020,193656,Noble Skiodo BLT39OD01 39 Inch HD Ready ,LED TV,14799,1,3,14355,5
26-09-2019,121883,Samsung UA32J4003AR 32 inch HD ready LED TV,LED TV,14999,1,7,13949,5
21-03-2020,176257,Micromax 32T8361HD 32 inch HD ready LED TV,LED TV,9299,1,15,7904,1
11-02-2018,196061,Samsung RT28M3022S8 253 L 2 Star Inverter Frost Free Double Door Refrigerator,Refrigerator,19590,1,6,18415,1
29-05-2018,134568,LG GL-D201ABPX 190 L 4 Star Direct Cool Single Door Refrigerator,Refrigerator,14999,1,3,14549,3
17-03-2020,104693,Samsung RT30K3723S8 275 L 3 Star Frost Free Double Door Refrigerator,Refrigerator,30990,1,15,26342,2
31-05-2018,103672,Dell Vostro 15 3581 ,Laptop,41490,1,15,35267,4
27-03-2020,124375,Acer Aspire 3 A315,Laptop,17499,1,0,17499,1
05-02-2019,180221,Roadster Unisex Green & Black Digital Watch MFB-PN-OS-1613,Digital Watch,799,1,6,751,2
19-12-2019,123491,Casio Youth Digital Men Black Digital watch D080,Digital Watch,2995,1,5,2845,1
01-01-2019,162359,Casio G-Shock Men Black Digital watch G001,Digital Watch,4395,1,8,4043,3
27-11-2019,136977,Casio G-Shock Men Green Digital watch G486,Digital Watch,16995,1,11,15126,2
03-02-2018,120551,Oppo A12s,Mobile,14610,1,4,14026,5
22-05-2018,183909,LG Aristo 5,Mobile,13165,1,13,11454,5
22-06-2020,182510,Tecno Spark 5 Pro,Mobile,12306,1,6,11568,1
17-01-2020,163062,Motorola One Vision Plus,Mobile,14860,1,4,14266,3
09-03-2018,174906,iQOO Z1x,Mobile,10409,1,2,10201,1
23-02-2020,171742,Lava Z61 Pro,Mobile,10576,1,0,10576,5
04-01-2018,137982,Motorola Moto G 5G Plus,Mobile,14924,1,2,14626,3
24-01-2020,120061,Honor X10 Max,Mobile,12091,1,3,11728,1
03-04-2018,115045,Samsung Galaxy M31,Mobile,12095,1,11,10765,5
06-04-2019,173358,Motorola One Fusion Plus,Mobile,19173,1,6,18023,4
05-10-2018,196412,Samsung Galaxy M21,Mobile,16684,1,0,16684,4
05-06-2019,172836,Realme X3,Mobile,19687,1,7,18309,2
11-09-2018,113814,Xiaomi Redmi Note 8,Mobile,15358,1,6,14437,4
01-12-2018,137772,Xiaomi Redmi Note 9 Pro Max,Mobile,10563,1,9,9612,4
02-02-2020,103762,LG 32LJ573D 32 inch HD ready Smart LED TV,LED TV,20999,1,8,19319,5
08-12-2018,158902,Noble Skiodo BLT39OD01 39 Inch HD Ready ,LED TV,14799,1,7,13763,2
14-07-2019,130613,Samsung UA32J4003AR 32 inch HD ready LED TV,LED TV,14999,1,13,13049,4
30-03-2018,156576,Micromax 32T8361HD 32 inch HD ready LED TV,LED TV,9299,1,3,9020,2
06-05-2019,146815,Samsung RT28M3022S8 253 L 2 Star Inverter Frost Free Double Door Refrigerator,Refrigerator,19590,1,2,19198,5
17-07-2019,149081,LG GL-D201ABPX 190 L 4 Star Direct Cool Single Door Refrigerator,Refrigerator,14999,1,4,14399,2
04-08-2018,128670,Samsung RT30K3723S8 275 L 3 Star Frost Free Double Door Refrigerator,Refrigerator,30990,1,11,27581,4
06-01-2019,196202,Dell Vostro 15 3581 ,Laptop,41490,1,13,36096,3
02-03-2018,110357,Acer Aspire 3 A315,Laptop,17499,1,13,15224,4
14-04-2020,157003,Roadster Unisex Green & Black Digital Watch MFB-PN-OS-1613,Digital Watch,799,1,0,799,4
07-02-2020,199154,Casio Youth Digital Men Black Digital watch D080,Digital Watch,2995,1,7,2785,1
28-03-2020,128361,Casio G-Shock Men Black Digital watch G001,Digital Watch,4395,1,9,3999,3
29-12-2019,161801,Casio G-Shock Men Green Digital watch G486,Digital Watch,16995,1,2,16655,1
02-06-2018,183395,Oppo A12s,Mobile,14610,1,8,13441,3
30-08-2018,184042,LG Aristo 5,Mobile,13165,1,11,11717,1
06-03-2020,117937,Tecno Spark 5 Pro,Mobile,12306,1,7,11445,5
24-01-2019,174624,Motorola One Vision Plus,Mobile,14860,1,14,12780,2
22-11-2019,106665,iQOO Z1x,Mobile,10409,1,14,8952,5
24-12-2019,199065,Lava Z61 Pro,Mobile,10576,1,1,10470,3
12-09-2018,122585,Motorola Moto G 5G Plus,Mobile,14924,1,7,13879,2
15-06-2020,104855,Honor X10 Max,Mobile,12091,1,15,10277,5
18-01-2018,101994,Samsung Galaxy M31,Mobile,12095,1,0,12095,3
24-04-2020,112816,Motorola One Fusion Plus,Mobile,19173,1,11,17064,3
18-01-2020,180160,Samsung Galaxy M21,Mobile,16684,1,11,14849,5
10-05-2019,155137,Realme X3,Mobile,19687,1,14,16931,2
19-02-2019,141488,Xiaomi Redmi Note 8,Mobile,15358,1,5,14590,1
10-12-2018,131001,Xiaomi Redmi Note 9 Pro Max,Mobile,10563,1,12,9295,5
02-04-2020,167863,LG 32LJ573D 32 inch HD ready Smart LED TV,LED TV,20999,1,2,20579,5
24-06-2020,174741,Noble Skiodo BLT39OD01 39 Inch HD Ready ,LED TV,14799,1,12,13023,1
05-07-2019,100953,Samsung UA32J4003AR 32 inch HD ready LED TV,LED TV,14999,1,13,13049,2
18-04-2018,126059,Micromax 32T8361HD 32 inch HD ready LED TV,LED TV,9299,1,4,8927,5
16-07-2018,112217,Samsung RT28M3022S8 253 L 2 Star Inverter Frost Free Double Door Refrigerator,Refrigerator,19590,1,13,17043,4
13-05-2020,109275,LG GL-D201ABPX 190 L 4 Star Direct Cool Single Door Refrigerator,Refrigerator,14999,1,3,14549,4
11-11-2018,105455,Samsung RT30K3723S8 275 L 3 Star Frost Free Double Door Refrigerator,Refrigerator,30990,1,11,27581,4
25-07-2019,163769,Dell Vostro 15 3581 ,Laptop,41490,1,2,40660,1
26-04-2018,192910,Acer Aspire 3 A315,Laptop,17499,1,2,17149,3
26-06-2019,134154,Roadster Unisex Green & Black Digital Watch MFB-PN-OS-1613,Digital Watch,799,1,0,799,1
04-09-2019,177596,Casio Youth Digital Men Black Digital watch D080,Digital Watch,2995,1,13,2606,4
22-05-2019,103556,Casio G-Shock Men Black Digital watch G001,Digital Watch,4395,1,6,4131,5
05-04-2019,142370,Casio G-Shock Men Green Digital watch G486,Digital Watch,16995,1,5,16145,3
13-11-2019,159917,Oppo A12s,Mobile,14610,1,4,14026,3
14-04-2020,150550,LG Aristo 5,Mobile,13165,1,9,11980,4
02-11-2019,192523,Tecno Spark 5 Pro,Mobile,12306,1,10,11075,5
02-10-2019,154888,Motorola One Vision Plus,Mobile,14860,1,6,13968,2
05-04-2018,165633,iQOO Z1x,Mobile,10409,1,9,9472,4
07-08-2019,115106,Lava Z61 Pro,Mobile,10576,1,5,10047,3
23-10-2018,177910,Motorola Moto G 5G Plus,Mobile,14924,1,9,13581,2
24-09-2019,143510,Honor X10 Max,Mobile,12091,1,8,11124,5
21-01-2020,101471,Samsung Galaxy M31,Mobile,12095,1,6,11369,5
02-01-2019,135444,Motorola One Fusion Plus,Mobile,19173,1,14,16489,1
23-12-2018,185253,Samsung Galaxy M21,Mobile,16684,1,13,14515,5
14-12-2019,127478,Realme X3,Mobile,19687,1,6,18506,2
25-11-2019,136836,Xiaomi Redmi Note 8,Mobile,15358,1,4,14744,1
02-04-2020,195827,Xiaomi Redmi Note 9 Pro Max,Mobile,10563,1,13,9190,1
30-06-2019,156623,LG 32LJ573D 32 inch HD ready Smart LED TV,LED TV,20999,1,10,18899,5
19-05-2020,160613,Noble Skiodo BLT39OD01 39 Inch HD Ready ,LED TV,14799,1,13,12875,3
11-02-2018,134367,Samsung UA32J4003AR 32 inch HD ready LED TV,LED TV,14999,1,2,14699,1
15-01-2018,113376,Micromax 32T8361HD 32 inch HD ready LED TV,LED TV,9299,1,10,8369,4
03-08-2018,153500,Samsung RT28M3022S8 253 L 2 Star Inverter Frost Free Double Door Refrigerator,Refrigerator,19590,1,1,19394,1
07-05-2020,100448,LG GL-D201ABPX 190 L 4 Star Direct Cool Single Door Refrigerator,Refrigerator,14999,1,9,13649,4
06-06-2018,180171,Samsung RT30K3723S8 275 L 3 Star Frost Free Double Door Refrigerator,Refrigerator,30990,1,0,30990,5
30-06-2020,113614,Dell Vostro 15 3581 ,Laptop,41490,1,11,36926,5
30-12-2018,150174,Acer Aspire 3 A315,Laptop,17499,1,0,17499,2
22-06-2020,191187,Roadster Unisex Green & Black Digital Watch MFB-PN-OS-1613,Digital Watch,799,1,7,743,3
11-08-2018,191971,Casio Youth Digital Men Black Digital watch D080,Digital Watch,2995,1,12,2636,3
20-02-2019,171480,Casio G-Shock Men Black Digital watch G001,Digital Watch,4395,1,10,3956,5
23-07-2018,139343,Casio G-Shock Men Green Digital watch G486,Digital Watch,16995,1,0,16995,5
22-12-2019,136574,Oppo A12s,Mobile,14610,1,0,14610,5
07-05-2019,155359,LG Aristo 5,Mobile,13165,1,13,11454,2
31-10-2018,143708,Tecno Spark 5 Pro,Mobile,12306,1,13,10706,2
26-04-2020,101252,Motorola One Vision Plus,Mobile,14860,1,2,14563,1
29-01-2019,174050,iQOO Z1x,Mobile,10409,1,4,9993,1
03-04-2018,163575,Lava Z61 Pro,Mobile,10576,1,7,9836,4
25-01-2019,111237,Motorola Moto G 5G Plus,Mobile,14924,1,7,13879,3
01-01-2018,148752,Honor X10 Max,Mobile,12091,1,6,11366,3
08-10-2018,175721,Samsung Galaxy M31,Mobile,12095,1,14,10402,1
01-03-2020,153416,Motorola One Fusion Plus,Mobile,19173,1,13,16681,2
07-10-2018,123423,Samsung Galaxy M21,Mobile,16684,1,13,14515,2
22-01-2019,109905,Realme X3,Mobile,19687,1,7,18309,3
08-11-2019,121897,Xiaomi Redmi Note 8,Mobile,15358,1,4,14744,1
24-11-2019,133354,Xiaomi Redmi Note 9 Pro Max,Mobile,10563,1,15,8979,3
03-01-2020,149439,LG 32LJ573D 32 inch HD ready Smart LED TV,LED TV,20999,1,5,19949,4
30-07-2018,121435,Noble Skiodo BLT39OD01 39 Inch HD Ready ,LED TV,14799,1,9,13467,1
11-03-2018,133087,Samsung UA32J4003AR 32 inch HD ready LED TV,LED TV,14999,1,15,12749,2
11-01-2019,139773,Micromax 32T8361HD 32 inch HD ready LED TV,LED TV,9299,1,14,7997,4
03-04-2020,198658,Samsung RT28M3022S8 253 L 2 Star Inverter Frost Free Double Door Refrigerator,Refrigerator,19590,1,2,19198,2
12-12-2018,135836,LG GL-D201ABPX 190 L 4 Star Direct Cool Single Door Refrigerator,Refrigerator,14999,1,11,13349,4
10-11-2018,139994,Samsung RT30K3723S8 275 L 3 Star Frost Free Double Door Refrigerator,Refrigerator,30990,1,15,26342,3
16-12-2019,187848,Dell Vostro 15 3581 ,Laptop,41490,1,9,37756,5
21-11-2019,158958,Acer Aspire 3 A315,Laptop,17499,1,6,16449,4
02-05-2018,139099,Roadster Unisex Green & Black Digital Watch MFB-PN-OS-1613,Digital Watch,799,1,1,791,3
06-08-2018,157867,Casio Youth Digital Men Black Digital watch D080,Digital Watch,2995,1,12,2636,1
07-12-2019,130913,Casio G-Shock Men Black Digital watch G001,Digital Watch,4395,1,15,3736,3
14-09-2019,179630,Casio G-Shock Men Green Digital watch G486,Digital Watch,16995,1,11,15126,1
28-03-2019,105973,Oppo A12s,Mobile,14610,1,10,13149,3
07-11-2018,108338,LG Aristo 5,Mobile,13165,1,11,11717,5
25-10-2018,192383,Tecno Spark 5 Pro,Mobile,12306,1,14,10583,5
22-01-2020,164395,Motorola One Vision Plus,Mobile,14860,1,13,12928,5
13-06-2020,127148,iQOO Z1x,Mobile,10409,1,9,9472,3
15-05-2019,139265,Lava Z61 Pro,Mobile,10576,1,10,9518,2
15-09-2019,102144,Motorola Moto G 5G Plus,Mobile,14924,1,3,14476,1
13-11-2018,140682,Honor X10 Max,Mobile,12091,1,3,11728,5
20-03-2018,167134,Samsung Galaxy M31,Mobile,12095,1,0,12095,5
17-02-2018,113799,Motorola One Fusion Plus,Mobile,19173,1,6,18023,5
06-03-2018,125254,Samsung Galaxy M21,Mobile,16684,1,5,15850,1
24-05-2019,191044,Realme X3,Mobile,19687,1,12,17325,2
24-02-2020,163291,Xiaomi Redmi Note 8,Mobile,15358,1,1,15204,1
03-12-2018,174367,Xiaomi Redmi Note 9 Pro Max,Mobile,10563,1,1,10457,1
22-06-2018,110336,LG 32LJ573D 32 inch HD ready Smart LED TV,LED TV,20999,1,11,18689,4
14-07-2018,167660,Noble Skiodo BLT39OD01 39 Inch HD Ready ,LED TV,14799,1,5,14059,2
12-10-2019,196450,Samsung UA32J4003AR 32 inch HD ready LED TV,LED TV,14999,1,11,13349,1
07-02-2020,184791,Micromax 32T8361HD 32 inch HD ready LED TV,LED TV,9299,1,7,8648,4
06-05-2019,185125,Samsung RT28M3022S8 253 L 2 Star Inverter Frost Free Double Door Refrigerator,Refrigerator,19590,1,6,18415,4
09-10-2018,147519,LG GL-D201ABPX 190 L 4 Star Direct Cool Single Door Refrigerator,Refrigerator,14999,1,0,14999,3
25-12-2019,167105,Samsung RT30K3723S8 275 L 3 Star Frost Free Double Door Refrigerator,Refrigerator,30990,1,13,26961,2
